test_helper_restricted	123	.maps+kprobe+license+perf_event+raw_tp+tp	maps,spinlock,timer
test_subprogs	124	.maps+license+raw_tp	maps,core,vmlinux,bpf2bpf,iters
verifier_bpf_get_stack	124	.maps+iter+license+tracepoint	stacktrace,maps
test_ldsx_insn	125	cgroup+fentry+license+raw_tp+tc	vmlinux
xsk_xdp_progs	125	.maps+license+xdp+xdp.frags	maps
bpf_qdisc_fifo	126	.struct_ops+license+struct_ops	vmlinux,iters,spinlock
cgrp_ls_tp_btf	126	.maps+license+tp_btf	maps,vmlinux,atomics,kfunc
test_module_attach	127	fentry+fexit+fmod_ret+kprobe.multi+license+raw_tp+raw_tp.w+tp_btf	core,vmlinux
mptcp_subflow	128	.maps+cgroup+license+sockops	maps,core,vmlinux,atomics
test_xdp_do_redirect	128	license+tc+xdp	vmlinux
tcp_ca_kfunc	129	.struct_ops+license+struct_ops	vmlinux,kfunc
sock_iter_batch	133	iter+license	core,vmlinux
test_set_remove_xattr	133	license+lsm.s	vmlinux
test_global_func9	134	.maps+cgroup_skb	maps,bpf2bpf
test_migrate_reuseport	135	.maps+license+sk_reuseport+xdp	maps,atomics
test_tc_neigh	136	license+tc	-
test_bpf_cookie	137	fentry+fexit+fmod_ret+kprobe+kretprobe+license+lsm+perf_event+raw_tp+tp+tp_btf+uprobe+uretprobe	vmlinux
test_map_ops	138	.maps+license+tp	maps,vmlinux,iters
test_sockmap_listen	140	.maps+license+sk_msg+sk_reuseport+sk_skb	maps
bpf_smc	141	.maps+.struct_ops+fentry+fmod_ret+license+struct_ops	maps,core,vmlinux
test_assign_reuse	142	.maps+license+sk_reuseport+tc	maps
cgrp_ls_sleepable	143	.maps+fentry.s+fexit+iter.s+license	maps,vmlinux,kfunc
uprobe_multi	143	license+uprobe.multi+uprobe.multi.s+uretprobe.multi+uretprobe.multi.s+usdt	vmlinux
verifier_div_overflow	144	license+tc	-
file_reader	145	.maps+license+lsm	maps,vmlinux,iters
sock_destroy_prog	145	.maps+cgroup+iter+license	maps,vmlinux,kfunc
arena_strsearch	146	.maps+license+syscall	maps,vmlinux,arena
res_spin_lock	147	.data.A+.data.B+.maps+license+tc	maps,vmlinux
pro_epilogue_goto_start	149	.struct_ops.link+license+struct_ops+syscall	vmlinux
test_btf_map_in_map	150	.maps+license+raw_tp	maps
xdp_flowtable	151	.maps+license+xdp.frags	maps,vmlinux,atomics,kfunc
test_pkt_access	152	tc	bpf2bpf
btf_dump_test_case_packing	153		-
kfree_skb	153	.maps+fentry+fexit+license+tp_btf	maps,core
test_usdt	153	license+usdt	vmlinux,atomics,iters
pro_epilogue	154	.struct_ops.link+license+struct_ops+syscall	vmlinux,bpf2bpf
test_tcpbpf_kern	154	license+sockops	-
cgroup_hierarchical_stats	156	.maps+fentry+iter.s+license+tp_btf	maps,core,vmlinux,kfunc
test_core_reloc_type_based	157	license+raw_tracepoint	core
kprobe_multi	162	fentry+kprobe.multi+kretprobe.multi+license	kfunc
test_varlen	163	license+raw_tp+tp	core,vmlinux
stack_arg_kfunc	166	.maps+license+tc	maps,vmlinux,kfunc,timer
tracing_struct	166	fentry+fexit+license	vmlinux
bind4_prog	167	cgroup+license	-
get_func_args_test	167	fentry+fexit+fmod_ret+license+tp_btf	vmlinux
verifier_kfunc_prog_types	170	license+perf_event+raw_tp+syscall+tracepoint	vmlinux
test_global_func_ctx_args	172	kprobe+license+perf_event+raw_tp	stacktrace,core,vmlinux
test_sk_lookup_kern	178	license+tc	-
fsession_test	179	fentry+fexit+fsession+license	vmlinux
bpf_cc_cubic	180	.struct_ops+license+struct_ops	kfunc
test_core_autosize	182	license+raw_tp	core
lsm	183	.maps+fentry.s+license+lsm+lsm.s	maps,core,vmlinux
test_select_reuseport_kern	183	.maps+license+sk_reuseport	maps
bind6_prog	184	cgroup+license	-
crypto_sanity	186	license+syscall+tc	vmlinux
fexit_bpf2bpf	188	fexit+freplace+license	core,bpf2bpf
kfunc_call_fail	193	license+syscall+tc	vmlinux
test_sk_assign	194	.maps+license+maps+tc	maps
test_btf_skc_cls_ingress	196	license+tc	-
map_kptr_race	197	.maps+fentry+fexit+license+syscall+tc+tp_btf	maps,vmlinux
bpf_iter_tasks	198	iter+iter.s+license	vmlinux
connect4_prog	203	cgroup+license	bpf2bpf
wq	206	.maps+license+syscall+tc	maps,spinlock,timer
syscall	208	.maps+license+syscall	maps
user_ringbuf_success	212	.maps+fentry+license	maps,atomics,iters
local_storage	213	.maps+license+lsm+lsm.s	maps,vmlinux
verifier_div0	213	license+socket+tc	-
lsm_cgroup	222	.maps+license+lsm_cgroup	maps,vmlinux
percpu_alloc_array	222	.maps+cgroup_skb+fentry+fentry.s+license	maps,kfunc,iters
bpf_loop	225	.maps+fentry+license	maps,vmlinux,iters
test_xdp_loop	230	.maps+license+xdp	maps
bpf_iter_tcp4	233	iter+license	vmlinux
test_xdp	234	.maps+license+xdp	maps
cgrp_kfunc_success	235	license+syscall+tp_btf	vmlinux,atomics
iters_num	242	license+raw_tp	vmlinux,iters
net_timestamping	248	.maps+fentry+license+sockops	maps,core,vmlinux,kfunc,cast_kfunc
rhash	248	.maps+license+syscall	maps,vmlinux
bpf_iter_tcp6	249	iter+license	vmlinux
btf_dump_test_case_padding	249		-
netif_receive_skb	252	.maps+license+tp_btf	maps,core
sockopt_sk	254	.maps+cgroup+license	maps
test_xdp_dynptr	256	.maps+license+xdp	maps
test_tcp_estats	257	.maps+license+tp	maps
bpf_dctcp	258	.maps+.struct_ops+license+struct_ops	maps,core,kfunc
test_seg6_loop	262	license+lwt_seg6local	-
stack_arg	273	.maps+license+tc	maps,vmlinux,bpf2bpf,timer
test_xdp_vlan	279	license+tc+xdp	-
btf_dump_test_case_syntax	280		-
local_kptr_stash	285	.maps+license+tc	maps,core,vmlinux,spinlock
test_bpf_ma	285	.maps+fentry+license	maps,vmlinux
stream	290	.bss.+.maps+license+syscall	maps,vmlinux,bpf2bpf,iters,spinlock,timer,arena
test_check_mtu	302	license+tc+xdp	-
test_sock_fields	310	.maps+cgroup_skb+license	maps,bpf2bpf,spinlock
kfunc_call_test	315	.maps+license+syscall+tc	maps,vmlinux
verifier_arena_large	316	.maps+license+socket+syscall	maps,vmlinux,bpf2bpf,iters,arena
test_spin_lock_fail	317	.data.A+.data.B+.maps+license+syscall+tc	maps,vmlinux,bpf2bpf,spinlock
rbtree	323	.data.+license+tc	core,vmlinux,spinlock
test_misc_tcp_hdr_options	342	license+sockops	-
verifier_runtime_jit	360	.maps+license+socket	maps,tailcall
xdpwall	364	.maps+license+xdp	maps
test_bpf_nf	365	license+tc+xdp	vmlinux,kfunc
cgroup_tcp_skb	382	cgroup_skb+license	-
test_tc_dtime	392	license+tc	-
verifier_masking	410	license+socket	-
task_kfunc_success	418	license+syscall+tp_btf	core,vmlinux,kfunc
bpf_flow	437	.maps+flow_dissector+license	maps,tailcall
setget_sockopt	457	cgroup+license+lsm_cgroup+sockops	core,vmlinux,iters
test_l4lb_noinline	470	.maps+license+tc	maps,bpf2bpf
test_l4lb	471	.maps+license+tc	maps
test_l4lb_noinline_dynptr	487	.maps+license+tc	maps,bpf2bpf
linked_list	491	license+syscall+tc	core,vmlinux,spinlock
exceptions	496	.maps+license+tc	maps,core,vmlinux,bpf2bpf,tailcall
timer	517	.maps+fentry+license+perf_event+syscall	maps,vmlinux,atomics,spinlock,timer
rcu_read_lock	551	.maps+fentry+fentry.s+license+lsm.s	maps,vmlinux,bpf2bpf,kfunc
bpf_cubic	554	.struct_ops+license+struct_ops	kfunc
test_tcp_custom_syncookie	591	license+tc	vmlinux,iters
test_tcp_hdr_options	623	.maps+license+sockops	maps
linked_list_fail	634	kprobe+kretprobe+license+perf_event+raw_tp+raw_tp.w+tc+tracepoint	core,vmlinux,spinlock
verifier_bounds_deduction_non_const	639	license+socket	-
map_kptr	653	.maps+license+lsm+syscall+tc+tp_btf	maps,vmlinux
test_sk_lookup	660	.maps+license+sk_lookup+sk_reuseport	maps
test_xdp_meta	692	license+lwt_xmit+tc+xdp	vmlinux
test_tc_tunnel	702	license+tc	vmlinux
bpf_qdisc_fq	751	.maps+.struct_ops+license+struct_ops	maps,vmlinux,iters,spinlock
test_xdp_noinline	811	.maps+license+xdp	maps,bpf2bpf
cpumask_success	890	license+tp_btf	vmlinux,iters
test_cls_redirect_dynptr	981	.maps+license+tc	maps
test_tunnel_kern	1025	.maps+license+tc+xdp	maps,core,vmlinux,kfunc
dynptr_success	1137	.maps+cgroup_skb+fentry.s+license+tc+tp+tp_btf+xdp	maps,vmlinux,iters
verifier_sdiv	1282	license+socket	-
