object	program	c_insns	rust_insns	c_entry	rust_entry	c_funcs	rust_funcs	c_stack	rust_stack	c_alu64	c_alu32	c_ldx_stack	c_stx_stack	c_ldx_mem	c_stx_mem	c_ld_imm64	c_branch	c_goto	c_call_helper	c_call_bpf2bpf	c_call_kfunc	c_atomic	c_endian	c_exit	c_ld_abs_ind	c_other	rust_alu64	rust_alu32	rust_ldx_stack	rust_stx_stack	rust_ldx_mem	rust_stx_mem	rust_ld_imm64	rust_branch	rust_goto	rust_call_helper	rust_call_bpf2bpf	rust_call_kfunc	rust_atomic	rust_endian	rust_exit	rust_ld_abs_ind	rust_other
test_sockmap_progs_query	sk_skb:prog_skb_verdict	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sockmap_skb_verdict_attach	sk_skb/verdict:prog_skb_verdict	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sockmap_strp	sk_skb/stream_parser:prog_skb_parser	2	2	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
test_sockmap_strp	sk_skb/stream_parser:prog_skb_parser_partial	5	5	5	5	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
test_sockmap_strp	sk_skb/stream_parser:prog_skb_parser_resize	6	6	6	6	1	1	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0
test_sockmap_strp	sk_skb/stream_verdict:prog_skb_verdict	12	12	12	12	1	1	0	0	1	2	0	0	2	0	4	1	0	1	0	0	0	0	1	0	0	1	2	0	0	2	0	4	1	0	1	0	0	0	0	1	0	0
test_sockmap_strp	sk_skb/stream_verdict:prog_skb_verdict_pass	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_spin_lock	cgroup_skb/ingress:bpf_spin_lock_test	96	87	96	87	1	1	28	16	29	13	4	8	8	4	10	7	0	12	0	0	0	0	1	0	0	29	11	0	4	8	4	10	7	1	12	0	0	0	0	1	0	0
test_spin_lock	tc:lock_static_subprog_call	24	20	15	15	2	2	4	0	2	6	1	1	3	0	4	2	0	2	1	0	0	0	2	0	0	2	4	0	0	3	0	4	2	0	2	1	0	0	0	2	0	0
test_spin_lock	tc:lock_static_subprog_lock	29	21	7	7	3	3	4	0	2	7	2	3	3	0	4	1	0	2	2	0	0	0	3	0	0	1	5	0	0	3	0	4	1	0	2	2	0	0	0	3	0	0
test_spin_lock	tc:lock_static_subprog_unlock	29	21	7	7	3	3	4	0	4	5	2	3	3	0	4	1	0	2	2	0	0	0	3	0	0	3	3	0	0	3	0	4	1	0	2	2	0	0	0	3	0	0
test_stack_map	tc:_test	28	49	28	49	1	1	4	8	9	4	1	0	2	1	4	4	0	2	0	0	0	0	1	0	0	10	15	1	2	6	4	4	4	0	2	0	0	0	0	1	0	0
test_subprogs	raw_tp/sys_enter:prog1	54	55	27	28	4	4	4	4	14	18	2	1	0	1	4	2	0	4	4	0	0	0	4	0	0	14	17	2	3	0	1	4	2	0	4	4	0	0	0	4	0	0
test_subprogs	raw_tp/sys_enter:prog3	57	58	30	31	4	4	4	4	16	17	2	1	0	1	6	2	0	5	3	0	0	0	4	0	0	16	16	2	3	0	1	6	2	0	5	3	0	0	0	4	0	0
test_subprogs	raw_tp/sys_exit:prog2	60	61	27	28	6	6	4	4	14	20	2	1	0	1	4	2	0	4	6	0	0	0	6	0	0	14	19	2	3	0	1	4	2	0	4	6	0	0	0	6	0	0
test_subprogs	raw_tp/sys_exit:prog4	69	69	26	27	5	5	4	4	16	24	2	2	0	1	6	2	0	5	6	0	0	0	5	0	0	16	22	2	4	0	1	6	2	0	5	6	0	0	0	5	0	0
test_subprogs_extable	fexit/bpf_testmod_return_ptr:handle_fexit_ret_subprogs	17	17	17	17	1	1	0	0	2	2	0	0	4	1	6	0	0	1	0	0	0	0	1	0	0	2	2	0	0	4	1	6	0	0	1	0	0	0	0	1	0	0
test_subprogs_extable	fexit/bpf_testmod_return_ptr:handle_fexit_ret_subprogs2	17	17	17	17	1	1	0	0	2	2	0	0	4	1	6	0	0	1	0	0	0	0	1	0	0	2	2	0	0	4	1	6	0	0	1	0	0	0	0	1	0	0
test_subprogs_extable	fexit/bpf_testmod_return_ptr:handle_fexit_ret_subprogs3	17	17	17	17	1	1	0	0	2	2	0	0	4	1	6	0	0	1	0	0	0	0	1	0	0	2	2	0	0	4	1	6	0	0	1	0	0	0	0	1	0	0
test_subprogs_unused	raw_tp/sys_enter:main_prog	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_task_pt_regs	uprobe:handle_uprobe	22	21	22	21	1	1	0	0	4	4	0	0	0	1	6	2	0	4	0	0	0	0	1	0	0	4	3	0	0	0	1	6	2	0	4	0	0	0	0	1	0	0
test_task_under_cgroup	lsm.s/bpf:lsm_run	25	27	25	27	1	1	0	0	7	4	0	0	3	0	2	4	0	1	3	0	0	0	1	0	0	9	4	0	0	3	0	2	4	0	1	3	0	0	0	1	0	0
test_task_under_cgroup	tp_btf/task_newtask:tp_btf_run	38	33	38	33	1	1	0	0	10	1	0	0	6	1	8	5	0	1	5	0	0	0	1	0	0	9	1	0	0	4	1	6	5	0	1	5	0	0	0	1	0	0
test_tc_bpf	tc:cls	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_tc_bpf	tcx/ingress:pkt_ptr	7	7	7	7	1	1	0	0	1	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0
test_tc_change_tail	tc/ingress:change_tail	89	87	89	87	1	1	0	0	25	17	0	0	9	4	8	15	4	6	0	0	0	0	1	0	0	22	20	0	0	8	4	8	14	4	6	0	0	0	0	1	0	0
test_tc_dtime	tc:egress_fwdns_prio100	122	146	38	146	2	1	0	0	18	35	0	0	17	2	12	29	5	0	1	0	0	1	2	0	0	14	60	0	0	31	2	6	26	5	0	0	0	0	1	1	0	0
test_tc_dtime	tc:egress_fwdns_prio101	157	187	73	187	2	1	0	0	27	38	0	0	21	3	22	35	6	1	1	0	0	1	2	0	0	22	67	0	0	36	5	12	34	8	1	0	0	0	1	1	0	0
test_tc_dtime	tc:egress_host	164	163	80	163	2	1	0	0	20	35	0	0	25	2	32	38	8	0	1	0	0	1	2	0	0	14	60	0	0	34	2	10	32	9	0	0	0	0	1	1	0	0
test_tc_dtime	tc:ingress_fwdns_prio100	115	145	31	145	2	1	0	0	17	35	0	0	17	2	8	28	4	0	1	0	0	1	2	0	0	14	60	0	0	31	2	4	26	6	0	0	0	0	1	1	0	0
test_tc_dtime	tc:ingress_fwdns_prio101	175	197	91	197	2	1	0	0	33	42	0	0	22	3	26	37	6	2	1	0	0	1	2	0	0	21	71	0	0	36	4	16	35	10	2	0	0	0	1	1	0	0
test_tc_dtime	tc:ingress_host	122	146	38	146	2	1	0	0	16	34	0	0	19	1	14	29	5	0	1	0	0	1	2	0	0	14	59	0	0	32	1	6	26	6	0	0	0	0	1	1	0	0
test_tc_edt	tc:tc_prog	93	119	93	119	1	1	24	20	34	11	1	4	11	1	8	15	2	5	0	0	0	0	1	0	0	44	18	1	4	20	1	8	16	1	5	0	0	0	0	1	0	0
test_tc_link	tc/egress:tc2	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_tc_link	tc/egress:tc3	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_tc_link	tc/egress:tc4	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_tc_link	tc/egress:tc5	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_tc_link	tc/egress:tc6	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_tc_link	tc/egress:tc8	45	47	45	47	1	1	12	16	16	5	3	0	2	5	10	0	0	3	0	0	0	0	1	0	0	16	4	3	3	2	5	10	0	0	3	0	0	0	0	1	0	0
test_tc_link	tc/ingress:tc1	54	51	54	51	1	1	16	16	10	14	1	4	3	3	8	7	0	3	0	0	0	0	1	0	0	9	11	1	4	3	3	8	7	1	3	0	0	0	0	1	0	0
test_tc_link	tc/ingress:tc7	38	36	38	36	1	1	16	16	6	9	1	3	3	2	6	5	0	2	0	0	0	0	1	0	0	5	7	1	3	3	2	6	5	1	2	0	0	0	0	1	0	0
test_tc_neigh	tc:tc_chk	16	41	16	41	1	1	0	0	2	4	0	0	5	0	0	4	0	0	0	0	0	0	1	0	0	2	22	0	0	14	0	0	2	0	0	0	0	0	0	1	0	0
test_tc_neigh	tc:tc_dst	52	82	52	82	1	1	16	16	15	6	0	2	11	0	2	12	1	2	0	0	0	0	1	0	0	12	12	0	2	26	0	2	24	1	2	0	0	0	0	1	0	0
test_tc_neigh	tc:tc_src	52	82	52	82	1	1	16	16	15	6	0	2	11	0	2	12	1	2	0	0	0	0	1	0	0	12	12	0	2	26	0	2	24	1	2	0	0	0	0	1	0	0
test_tc_neigh_fib	tc:tc_chk	16	41	16	41	1	1	0	0	2	4	0	0	5	0	0	4	0	0	0	0	0	0	1	0	0	2	22	0	0	14	0	0	2	0	0	0	0	0	0	1	0	0
test_tc_neigh_fib	tc:tc_dst	158	245	158	245	1	1	100	120	36	22	10	34	23	12	0	12	2	4	0	0	0	2	1	0	0	22	72	22	41	55	12	0	12	2	4	0	0	0	2	1	0	0
test_tc_neigh_fib	tc:tc_src	158	245	158	245	1	1	100	120	36	22	10	34	23	12	0	12	2	4	0	0	0	2	1	0	0	22	72	22	41	55	12	0	12	2	4	0	0	0	2	1	0	0
test_tc_peer	tc:tc_chk	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_tc_peer	tc:tc_dst	6	6	6	6	1	1	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0
test_tc_peer	tc:tc_dst_ing	16	15	16	15	1	1	0	0	2	1	0	0	3	1	4	1	1	2	0	0	0	0	1	0	0	2	0	0	0	3	1	4	1	1	2	0	0	0	0	1	0	0
test_tc_peer	tc:tc_dst_l3	6	6	6	6	1	1	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0
test_tc_peer	tc:tc_src	6	6	6	6	1	1	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0
test_tc_peer	tc:tc_src_ing	16	15	16	15	1	1	0	0	2	1	0	0	3	1	4	1	1	2	0	0	0	0	1	0	0	2	0	0	0	3	1	4	1	1	2	0	0	0	0	1	0	0
test_tc_peer	tc:tc_src_l3	42	42	42	42	1	1	2	2	13	10	0	1	2	0	6	4	0	5	0	0	0	0	1	0	0	13	10	0	1	2	0	6	4	0	5	0	0	0	0	1	0	0
test_tc_tunnel	tc:__encap_gre_eth	116	136	116	136	1	1	80	104	26	36	13	10	6	5	2	9	0	5	0	0	0	3	1	0	0	18	29	32	37	1	0	2	9	0	5	0	0	0	2	1	0	0
test_tc_tunnel	tc:__encap_gre_mpls	110	136	110	136	1	1	80	96	23	34	13	11	6	5	2	8	0	4	0	0	0	3	1	0	0	15	27	32	44	1	0	2	8	0	4	0	0	0	2	1	0	0
test_tc_tunnel	tc:__encap_gre_none	106	135	106	135	1	1	80	96	24	32	13	10	6	5	0	8	0	4	0	0	0	3	1	0	0	16	27	32	44	1	0	0	8	0	4	0	0	0	2	1	0	0
test_tc_tunnel	tc:__encap_ip6gre_eth	103	155	103	155	1	1	112	136	37	23	10	9	4	3	2	6	0	5	0	0	0	3	1	0	0	18	16	42	61	1	0	2	7	0	5	0	0	0	2	1	0	0
test_tc_tunnel	tc:__encap_ip6gre_mpls	96	179	96	179	1	1	112	136	33	21	10	10	4	3	2	5	0	4	0	0	0	3	1	0	0	17	16	43	86	1	0	2	6	0	4	0	0	0	3	1	0	0
test_tc_tunnel	tc:__encap_ip6gre_none	93	176	93	176	1	1	112	136	34	20	10	9	4	3	0	5	0	4	0	0	0	3	1	0	0	18	16	43	84	1	0	0	6	0	4	0	0	0	3	1	0	0
test_tc_tunnel	tc:__encap_ip6tnl_none	86	173	86	173	1	1	112	136	34	17	10	5	4	3	0	5	0	4	0	0	0	3	1	0	0	18	16	43	81	1	0	0	6	0	4	0	0	0	3	1	0	0
test_tc_tunnel	tc:__encap_ip6udp_eth	132	160	132	160	1	1	112	136	55	26	10	5	5	11	2	6	0	5	0	0	0	6	1	0	0	18	17	43	62	1	0	2	7	0	5	0	0	0	4	1	0	0
test_tc_tunnel	tc:__encap_ip6udp_mpls	125	191	125	191	1	1	112	136	51	24	10	6	5	11	2	5	0	4	0	0	0	6	1	0	0	19	17	44	91	1	0	2	6	0	4	0	0	0	6	1	0	0
test_tc_tunnel	tc:__encap_ip6udp_none	122	188	122	188	1	1	112	136	52	23	10	5	5	11	0	5	0	4	0	0	0	6	1	0	0	20	17	44	89	1	0	0	6	0	4	0	0	0	6	1	0	0
test_tc_tunnel	tc:__encap_ip6vxlan_eth	136	162	136	162	1	1	112	136	55	28	10	7	5	11	2	6	0	5	0	0	0	6	1	0	0	18	17	43	62	1	0	4	7	0	5	0	0	0	4	1	0	0
test_tc_tunnel	tc:__encap_ipip6_none	100	116	100	116	1	1	72	104	32	28	0	10	6	10	0	7	0	6	0	0	0	0	1	0	0	20	19	4	57	1	0	0	8	0	6	0	0	0	0	1	0	0
test_tc_tunnel	tc:__encap_ipip_none	101	135	101	135	1	1	80	96	24	31	13	6	6	5	0	8	0	4	0	0	0	3	1	0	0	16	27	32	44	1	0	0	8	0	4	0	0	0	2	1	0	0
test_tc_tunnel	tc:__encap_sit_none	143	182	143	182	1	1	80	119	33	44	13	6	11	13	0	10	1	6	0	0	0	5	1	0	0	23	32	33	70	1	0	0	9	2	6	0	0	0	5	1	0	0
test_tc_tunnel	tc:__encap_udp_eth	145	141	145	141	1	1	80	104	44	39	13	6	7	13	2	9	0	5	0	0	0	6	1	0	0	18	30	33	38	1	0	2	9	0	5	0	0	0	4	1	0	0
test_tc_tunnel	tc:__encap_udp_mpls	139	140	139	140	1	1	80	96	41	37	13	7	7	13	2	8	0	4	0	0	0	6	1	0	0	15	28	33	44	1	0	2	8	0	4	0	0	0	4	1	0	0
test_tc_tunnel	tc:__encap_udp_none	136	139	136	139	1	1	80	96	42	36	13	6	7	13	0	8	0	4	0	0	0	6	1	0	0	16	28	33	44	1	0	0	8	0	4	0	0	0	4	1	0	0
test_tc_tunnel	tc:__encap_vxlan_eth	149	143	149	143	1	1	80	104	44	41	13	8	7	13	2	9	0	5	0	0	0	6	1	0	0	18	30	33	40	1	0	2	9	0	5	0	0	0	4	1	0	0
test_tc_tunnel	tc:decap_f	129	131	44	42	2	2	4	40	37	43	2	0	6	0	0	22	8	6	1	0	0	2	2	0	0	29	39	6	13	1	0	0	22	10	6	1	0	0	2	2	0	0
test_tcp_estats	tp/dummy/tracepoint:_dummy_tracepoint	418	432	418	432	1	1	76	72	178	48	42	97	1	1	2	2	1	45	0	0	0	0	1	0	0	185	49	42	96	8	1	2	2	1	45	0	0	0	0	1	0	0
test_tcpbpf_kern	sockops:bpf_testcb	161	150	161	150	1	1	72	72	30	32	0	5	26	17	16	17	7	10	0	0	0	0	1	0	0	23	30	1	12	16	16	18	14	9	10	0	0	0	0	1	0	0
test_time_tai	tc:time_tai	10	10	10	10	1	1	0	0	3	1	0	0	0	3	0	0	0	2	0	0	0	0	1	0	0	3	1	0	0	0	3	0	0	0	2	0	0	0	0	1	0	0
test_trace_ext	freplace/test_pkt_md_access:test_pkt_md_access_new	6	6	6	6	1	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0
test_trace_ext_tracing	fentry/test_pkt_md_access_new:fentry	7	7	7	7	1	1	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0
test_trace_ext_tracing	fexit/test_pkt_md_access_new:fexit	7	7	7	7	1	1	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0
test_tracepoint	tracepoint/sched/sched_switch:oncpu	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_unpriv_bpf_disabled	fentry/__x64_sys_nanosleep:sys_nanosleep_enter	25	33	25	33	1	1	0	8	6	1	0	0	1	0	12	1	0	3	0	0	0	0	1	0	0	10	1	0	2	3	0	12	1	0	3	0	0	0	0	1	0	0
test_unpriv_bpf_disabled	perf_event:handle_perf_event	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_uprobe	uprobe:test4	12	11	12	11	1	1	0	0	1	2	0	0	1	1	4	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	4	1	0	1	0	0	0	0	1	0	0
test_uprobe	uprobe:test_regs_change	29	29	29	29	1	1	0	0	2	1	0	0	10	9	4	1	0	1	0	0	0	0	1	0	0	2	1	0	0	10	9	4	1	0	1	0	0	0	0	1	0	0
test_uprobe	uprobe:test_regs_change_ip	13	13	13	13	1	1	0	0	2	1	0	0	2	1	4	1	0	1	0	0	0	0	1	0	0	2	1	0	0	2	1	4	1	0	1	0	0	0	0	1	0	0
test_uprobe	uprobe/./liburandom_read.so:urandlib_api_sameoffset:test1	12	11	12	11	1	1	0	0	1	2	0	0	1	1	4	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	4	1	0	1	0	0	0	0	1	0	0
test_uprobe	uprobe/./liburandom_read.so:urandlib_api_sameoffset@LIBURANDOM_READ_1.0.0:test2	12	11	12	11	1	1	0	0	1	2	0	0	1	1	4	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	4	1	0	1	0	0	0	0	1	0	0
test_uprobe	uretprobe/./liburandom_read.so:urandlib_api_sameoffset@@LIBURANDOM_READ_2.0.0:test3	12	13	12	13	1	1	0	0	1	1	0	0	2	1	4	1	0	1	0	0	0	0	1	0	0	2	1	0	0	2	1	4	1	0	1	0	0	0	0	1	0	0
test_uprobe_autoattach	uprobe:handle_uprobe_noautoattach	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_uprobe_autoattach	uprobe//proc/self/exe:autoattach_trigger_func:handle_uprobe_byname	35	22	35	22	1	1	24	0	5	3	3	2	6	8	6	0	0	1	0	0	0	0	1	0	0	0	1	0	0	6	8	6	0	0	0	0	0	0	0	1	0	0
test_uprobe_autoattach	uprobe/libc.so.6:fopen:handle_uprobe_byname2	16	16	16	16	1	1	0	0	1	2	0	0	2	2	6	1	0	1	0	0	0	0	1	0	0	2	1	0	0	2	2	6	1	0	1	0	0	0	0	1	0	0
test_uprobe_autoattach	uretprobe//proc/self/exe:autoattach_trigger_func:handle_uretprobe_byname	21	12	21	12	1	1	8	0	5	3	1	0	1	3	6	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	3	6	0	0	0	0	0	0	0	1	0	0
test_uprobe_autoattach	uretprobe/libc.so.6:fopen:handle_uretprobe_byname2	16	16	16	16	1	1	0	0	1	2	0	0	2	2	6	1	0	1	0	0	0	0	1	0	0	2	1	0	0	2	2	6	1	0	1	0	0	0	0	1	0	0
test_vmlinux	fentry:handle__fentry	8	7	8	7	1	1	0	0	0	2	0	0	1	1	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	1	0	0	0	0	0	0	1	0	0
test_vmlinux	kprobe:handle__kprobe	8	7	8	7	1	1	0	0	0	2	0	0	1	1	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	1	0	0	0	0	0	0	1	0	0
test_vmlinux	raw_tp/sys_enter:handle__raw_tp	25	24	25	24	1	1	8	16	8	4	2	0	2	1	2	3	0	2	0	0	0	0	1	0	0	6	3	2	2	2	1	2	3	0	2	0	0	0	0	1	0	0
test_vmlinux	tp/syscalls/sys_enter_nanosleep:handle__tp	18	47	18	47	1	1	8	8	4	3	1	0	2	1	2	3	0	1	0	0	0	0	1	0	0	11	14	1	1	12	1	2	3	0	1	0	0	0	0	1	0	0
test_vmlinux	tp_btf/sys_enter:handle__tp_btf	25	24	25	24	1	1	8	16	8	4	2	0	2	1	2	3	0	2	0	0	0	0	1	0	0	6	3	2	2	2	1	2	3	0	2	0	0	0	0	1	0	0
test_xdp	xdp:_xdp_tx_iptunnel	260	397	260	16	1	3	32	40	46	41	2	17	58	49	8	25	3	6	0	0	0	4	1	0	0	45	63	4	33	107	90	8	25	5	6	2	0	0	6	3	0	0
test_xdp_adjust_tail_grow	xdp:_xdp_adjust_tail_grow	36	37	36	37	1	1	0	0	4	9	0	0	0	0	0	13	7	2	0	0	0	0	1	0	0	4	9	0	0	0	0	0	13	8	2	0	0	0	0	1	0	0
test_xdp_adjust_tail_shrink	xdp:_xdp_adjust_tail_shrink	28	28	28	28	1	1	0	0	5	8	0	0	3	0	0	7	2	2	0	0	0	0	1	0	0	7	5	0	0	4	0	2	5	2	2	0	0	0	0	1	0	0
test_xdp_attach_fail	tp/xdp/bpf_xdp_link_attach_failed:tp__xdp__bpf_xdp_link_attach_failed	29	27	29	27	1	1	64	64	10	3	0	8	1	0	4	0	0	2	0	0	0	0	1	0	0	8	3	0	8	1	0	4	0	0	2	0	0	0	0	1	0	0
test_xdp_context_test_run	xdp:xdp_context	13	13	13	13	1	1	0	0	2	4	0	0	3	0	0	2	0	1	0	0	0	0	1	0	0	2	4	0	0	3	0	0	2	0	1	0	0	0	0	1	0	0
test_xdp_devmap_tailcall	xdp:xdp_entry	6	6	6	6	1	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0
test_xdp_do_redirect	tc:tc_count_pkts	21	17	21	17	1	1	0	0	5	3	0	0	5	2	2	3	0	0	0	0	0	0	1	0	0	2	2	0	0	5	2	2	3	0	0	0	0	0	0	1	0	0
test_xdp_do_redirect	xdp:xdp_count_pkts	21	17	21	17	1	1	0	0	5	3	0	0	5	2	2	3	0	0	0	0	0	0	1	0	0	2	2	0	0	5	2	2	3	0	0	0	0	0	0	1	0	0
test_xdp_do_redirect	xdp:xdp_redirect	49	48	49	48	1	1	0	0	6	7	0	0	12	3	10	8	0	2	0	0	0	0	1	0	0	6	8	0	0	10	3	10	8	0	2	0	0	0	0	1	0	0
test_xdp_do_redirect	xdp:xdp_redirect_to_111	4	4	4	4	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
test_xdp_do_redirect	xdp:xdp_redirect_to_222	4	4	4	4	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
test_xdp_link	tc:tc_handler	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_xdp_link	xdp:xdp_handler	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_xdp_loop	xdp:_xdp_tx_iptunnel	254	371	254	371	1	1	40	28	50	29	3	18	57	49	8	26	3	6	0	0	0	4	1	0	0	39	57	2	31	106	89	8	23	3	6	0	0	0	6	1	0	0
test_xdp_update_frags	xdp.frags:xdp_adjust_frags	39	44	39	44	1	1	16	16	11	9	2	4	3	0	2	5	0	2	0	0	0	0	1	0	0	10	14	2	4	6	0	0	5	0	2	0	0	0	0	1	0	0
test_xdp_vlan	tc:tc_vlan_push	5	5	5	5	1	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
test_xdp_vlan	xdp:xdp_drop_vlan_4011	19	29	19	29	1	1	0	0	2	7	0	0	5	0	0	4	0	0	0	0	0	0	1	0	0	2	14	0	0	6	0	0	6	0	0	0	0	0	0	1	0	0
test_xdp_vlan	xdp:xdp_vlan_change	20	25	20	25	1	1	0	0	2	7	0	0	5	1	0	4	0	0	0	0	0	0	1	0	0	2	9	0	0	6	2	0	4	1	0	0	0	0	0	1	0	0
test_xdp_vlan	xdp:xdp_vlan_remove_outer	41	41	41	41	1	1	0	0	2	6	0	0	16	12	0	3	0	1	0	0	0	0	1	0	0	2	6	0	0	16	12	0	3	0	1	0	0	0	0	1	0	0
test_xdp_vlan	xdp:xdp_vlan_remove_outer2	23	41	23	41	1	1	0	0	2	6	0	0	7	3	0	3	0	1	0	0	0	0	1	0	0	2	6	0	0	16	12	0	3	0	1	0	0	0	0	1	0	0
test_xdp_with_cpumap_frags_helpers	xdp.frags/cpumap:xdp_dummy_cm_frags	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_xdp_with_cpumap_frags_helpers	xdp/cpumap:xdp_dummy_cm	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_xdp_with_cpumap_helpers	xdp:xdp_dummy_prog	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_xdp_with_cpumap_helpers	xdp:xdp_redir_prog	6	6	6	6	1	1	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0
test_xdp_with_cpumap_helpers	xdp.frags/cpumap:xdp_dummy_cm_frags	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
